0;-10;33000;0;0;0;
0;-10;37000;0;0;0;
0;-10;41000;0;0;0;
0;-10;45000;0;0;0;
0;-10;49000;0;0;0;
0;-10;53000;0;0;0;
0;-10;57000;0;0;0;
0;-10;61000;0;0;0;
0;-10;65000;0;0;0;
0;-10;69000;0;0;0;
0;-10;73000;0;0;0;
0;-5;33000;0;0;0;
0;-5;37000;0;0;0;
0;-5;41000;0;0;0;
0;-5;45000;0;0;0;
0;-5;49000;0;0;0;
0;-5;53000;0;0;0;
0;-5;57000;0;0;0;
0;-5;61000;0;0;0;
0;-5;65000;0;0;0;
0;-5;69000;0;0;0;
0;-5;73000;0;0;0;
0;0;33000;0;0;0;
0;0;37000;0;0;0;
0;0;41000;0;0;0;
0;0;45000;0;0;0;
0;0;49000;0;0;0;
0;0;53000;0;0;0;
0;0;57000;0;0;0;
0;0;61000;0;0;0;
0;0;65000;0;0;0;
0;0;69000;0;0;0;
0;0;73000;0;0;0;
0;5;33000;0;0;0;
0;5;37000;0;0;0;
0;5;41000;0;0;0;
0;5;45000;0;0;0;
0;5;49000;0;0;0;
0;5;53000;0;0;0;
0;5;57000;0;0;0;
0;5;61000;0;0;0;
0;5;65000;0;0;0;
0;5;69000;0;0;0;
0;5;73000;0;0;0;
0;10;33000;0;0;0;
0;10;37000;0;0;0;
0;10;41000;0;0;0;
0;10;45000;0;0;0;
0;10;49000;0;0;0;
0;10;53000;0;0;0;
0;10;57000;0;0;0;
0;10;61000;0;0;0;
0;10;65000;0;0;0;
0;10;69000;0;0;0;
0;10;73000;0;0;0;
0;15;33000;0;0;0;
0;15;37000;0;0;0;
0;15;41000;0;0;0;
0;15;45000;0;0;0;
0;15;49000;0;0;0;
0;15;53000;0;0;0;
0;15;57000;0;0;0;
0;15;61000;0;0;0;
0;15;65000;0;0;0;
0;15;69000;0;0;0;
0;15;73000;0;0;0;
0;20;33000;0;0;0;
0;20;37000;0;0;0;
0;20;41000;0;0;0;
0;20;45000;0;0;0;
0;20;49000;0;0;0;
0;20;53000;0;0;0;
0;20;57000;0;0;0;
0;20;61000;0;0;0;
0;20;65000;0;0;0;
0;20;69000;0;0;0;
0;20;73000;0;0;0;
10;-10;33000;2.2;0.6;10.6;
10;-10;37000;2.4;0.6;11.4;
10;-10;41000;2.6;0.6;12;
